Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(130),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_TEST_MV(5)-2-of-8,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_DEAP_DBW_EXT(39),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_TEST_MV(6)-3-of-26,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(166),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_Exciting_MV_NC07,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_Exciting_MV_NC2(37)-4-of-6,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(189),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_REVIEW_EXT(3),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_TEST_EXT(9)-69-of-95,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_Ext_FINAL_DL(9),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_EXT_S1(17),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(229),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_TEST_EXT(15)-88-of-153,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_REVIEW_EXT(21),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_REVIEW_EXT_Q2(15),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_EXT_S1(15),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_Exciting_MV_NC2(82)-4-of-7,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_gn9Tn2-Tt0Q_000090_000120,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_TEST_MV(8)-5-of-10,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(170),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(18),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(354),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_Ext_FINAL_DL(13),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_TEST_MV(10)-4-of-25,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(223),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(79),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(161),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_DEAP_DB_EXTT(5),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_TEST_RELX(15)-7-of-9,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_REVIEW_EXT_Q2(64),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_Exciting_MV_NC3(31)-4-of-7,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(219),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_REVIEW_EXT(37),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_Exciting_MV_3GPP(38)-4-of-9,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_REVIEW_EXT(111),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_REVIEW_EXT(33),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(157),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_REVIEW_EXT(62),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_DEAP_DBW_EXT(33),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(285),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_TEST_EXT(15)-102-of-153,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(21),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_TEST_EXT(15)-16-of-153,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(315),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_REVIEW_EXT_Q2(28),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_TEST_MV(21)-4-of-18,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_REVIEW_EXT_Q2(67),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_HAPPY_HEA(61)-9-of-10,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(73),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_REVIEW_EXT(58),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_DEAP_DB_EX(25),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_Exciting_10,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_TEST_MV(9)-10-of-12,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(107),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_TEST_EXT(10)-94-of-98,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_TEST_MV(9)-8-of-12,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_Exciting_MV_3GPP(41)-2-of-8,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(203),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_REVIEW_EXT_Q2(101),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_TEST_MV(6)-22-of-26,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_TEST_EXT(18)-59-of-73,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_Happy_01,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_DEAP_DBW_EXT(30),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_Exciting_MV_NC2(66)-5-of-10,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_TEST_MV(18)-6-of-7,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_FINAL_DL-Ext(11),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_REVIEW_EXT(38),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_TEST_EXT(16)-22-of-84,1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_DEAP_DB_EXTT(13),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(59),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(69),1,exciting,exciting,0,0
Dataset1/DS1_TRAIN_MATCH/,exciting_ORG_EXT(82),1,exciting,exciting,0,0
